chainage,true_wse,raster_value
143.4,237.968256784,237.9340057
143.6,237.968234786,237.9550018
143.8,237.968212801,237.9349976
144.0,237.968190829,237.9420013
144.2,237.968168871,237.9349976
144.4,237.968146926,237.9389954
144.6,237.968124995,237.9539948
144.8,237.968103077,237.970993
145.0,237.968081173,237.9799957
145.2,237.968059282,237.9700012
145.4,237.968037404,237.9629974
145.6,237.96801554,237.947998
145.8,237.96799369,237.9340057
146.0,237.967971852,237.9290009
146.2,237.967950028,237.9259949
146.4,237.967928218,237.9210052
146.6,237.967906421,237.927002
146.8,237.967884638,237.9230042
147.0,237.967862867,237.9279938
147.2,237.967841111,237.923996
147.4,237.967819367,237.9230042
147.6,237.967797638,237.927002
147.8,237.967775921,237.9320068
148.0,237.967754218,237.9279938
148.2,237.967732528,237.9329987
148.4,237.967710852,237.9250031
148.6,237.96768919,237.9320068
148.8,237.96766754,237.9290009
149.0,237.967645904,237.9179993
149.2,237.967624282,237.9259949
149.4,237.967602673,237.9279938
149.6,237.967581077,237.9259949
149.8,237.967559495,237.9170074
150.0,237.967537926,237.9320068
150.2,237.967516371,237.9309998
150.4,237.967494829,237.9360046
150.6,237.967473301,237.9409943
150.8,237.967451786,237.9389954
151.0,237.967430284,237.9440002
151.2,237.967408796,237.9429932
151.4,237.967387321,237.9519958
151.6,237.96736586,237.9389954
151.8,237.967344412,237.9570007
152.0,237.967322977,238.0440063
152.2,237.967301556,238.1600037
152.4,237.967280148,237.9329987
152.6,237.967258754,238.0189972
152.8,237.967237373,237.9730072
153.0,237.967216006,237.9320068
153.2,237.967194652,237.9329987
153.4,237.967173312,237.9730072
153.6,237.967151984,237.9550018
153.8,237.967130671,237.923996
154.0,237.967109371,237.9230042
154.2,237.967088084,237.9250031
154.4,237.96706681,237.9309998
154.6,237.96704555,237.9340057
154.8,237.967024304,237.9320068
155.0,237.967003071,237.9409943
155.2,237.966981851,238.0019989
155.4,237.966960645,238.0610046
155.6,237.966939452,237.9949951
155.8,237.966918272,238.0140076
156.0,237.966897106,238.151001
156.2,237.966875954,238.2230072
156.4,237.966854815,238.1360016
156.6,237.966833689,238.0240021
156.8,237.966812577,238.0039978
157.0,237.966791478,237.9340057
157.2,237.966770392,238.0789948
157.4,237.96674932,238.0789948
157.6,237.966728262,237.9320068
157.8,237.966707217,237.9660034
158.0,237.966686185,238.0570068
158.2,237.966665167,237.947998
158.4,237.966644162,237.9980011
158.6,237.96662317,238.0870056
158.8,237.966602192,238.1589966
159.0,237.966581228,238.2700043
159.2,237.966560276,238.4839935
159.4,237.966539339,238.4459991
159.6,237.966518414,238.2389984
159.8,237.966497503,238.0399933
160.0,237.966476606,238.026001
160.2,237.966455722,237.9810028
160.4,237.966434851,237.9640045
160.6,237.966413994,237.9579926
160.8,237.96639315,237.9470062
161.0,237.96637232,237.9559937
161.2,237.966351503,237.9609985
161.4,237.9663307,237.9859924
161.6,237.966309909,237.970993
161.8,237.966289133,237.9830017
162.0,237.96626837,238.0379944
162.2,237.96624762,237.973999
162.4,237.966226883,237.9579926
162.6,237.96620616,237.9640045
162.8,237.966185451,237.9640045
163.0,237.966164755,237.9889984
163.2,237.966144072,237.9570007
163.4,237.966123403,237.9649963
163.6,237.966102747,237.973999
163.8,237.966082105,237.9470062
164.0,237.966061476,237.9600067
164.2,237.96604086,237.9250031
164.4,237.966020258,237.923996
164.6,237.965999669,237.9420013
164.8,237.965979094,237.9859924
165.0,237.965958532,238.0059967
165.2,237.965937984,238.0350037
165.4,237.965917449,237.9759979
165.6,237.965896927,237.9250031
165.8,237.965876419,237.9309998
166.0,237.965855924,238.5930023
166.2,237.965835443,238.1940002
166.4,237.965814975,237.977005
166.6,237.965794521,237.9360046
166.8,237.96577408,237.9230042
167.0,237.965753652,237.9340057
167.2,237.965733238,237.9250031
167.4,237.965712837,237.927002
167.6,237.96569245,237.923996
167.8,237.965672076,237.9369965
168.0,237.965651716,237.9400024
168.2,237.965631369,237.9389954
168.4,237.965611035,237.9179993
168.6,237.965590715,237.9429932
168.8,237.965570408,237.9340057
169.0,237.965550115,237.9309998
169.2,237.965529835,237.9450073
169.4,237.965509568,237.9320068
169.6,237.965489315,237.9279938
169.8,237.965469076,237.9329987
170.0,237.965448849,237.9380035
170.2,237.965428637,237.9299927
170.4,237.965408437,237.9380035
170.6,237.965388251,237.9530029
170.8,237.965368079,237.9340057
171.0,237.96534792,238.0209961
171.2,237.965327774,238.348999
171.4,237.965307642,238.5559998
171.6,237.965287523,238.2850037
171.8,237.965267418,238.1560059
172.0,237.965247326,238.0659943
172.2,237.965227247,238.0449982
172.4,237.965207182,237.9700012
172.6,237.965187131,237.9579926
172.8,237.965167092,237.9660034
173.0,237.965147067,237.9960022
173.2,237.965127056,237.9830017
